"InChI=1S/C18H19F17O7/c19-11(20,1-2-39-3-4-41-8-10(38)42-6-5-40-7-9(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h10,38H,1-8H2,(H,36,37)",DSETYVBNGVGKKD-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(OCCOCC(O)=O)O)F)F)F)F)F)F)F)F,,,C18H19F17O7,670.085932688,3.691800000000003,2,1,1,BTM00022,BTM00022,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C18H19F17O6/c19-11(20,1-2-38-3-4-39-5-6-40-7-8-41-9-10(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h1-9H2,(H,36,37)",YSLNMCCWLDHCNF-UHFFFAOYSA-N,,654.0910
"InChI=1S/C18H19F17O7/c19-11(20,1-2-42-10(38)8-41-6-4-39-3-5-40-7-9(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h10,38H,1-8H2,(H,36,37)",RTMBSHSKFDRUGF-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOC(COCCOCCOCC(O)=O)O)F)F)F)F)F)F)F)F,,,C18H19F17O7,670.085932688,3.691800000000003,2,1,1,BTM00023,BTM00023,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C18H19F17O6/c19-11(20,1-2-38-3-4-39-5-6-40-7-8-41-9-10(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h1-9H2,(H,36,37)",YSLNMCCWLDHCNF-UHFFFAOYSA-N,,654.0910
"InChI=1S/C18H19F17O7/c19-11(20,1-2-39-5-6-42-10(38)8-41-4-3-40-7-9(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h10,38H,1-8H2,(H,36,37)",IODMGRBUTKHERH-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOC(COCCOCC(O)=O)O)F)F)F)F)F)F)F)F,,,C18H19F17O7,670.0859326880001,3.691800000000003,2,1,1,BTM00024,BTM00024,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C18H19F17O6/c19-11(20,1-2-38-3-4-39-5-6-40-7-8-41-9-10(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h1-9H2,(H,36,37)",YSLNMCCWLDHCNF-UHFFFAOYSA-N,,654.0910
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C22H22F21NO7/c23-13(24,1-2-48-3-4-49-5-6-50-7-8-51-10-11(45)44-9-12(46)47)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)19(35,36)20(37,38)21(39,40)22(41,42)43/h1-10H2,(H,44,45)(H,46,47)",XNNOGLMKEXHFQC-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F)F)F)F)F,,,C22H22F21NO7,811.106094664,4.2879000000000005,2,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C26H27F21O12/c27-17(28,18(29,30)19(31,32)20(33,34)21(35,36)22(37,38)23(39,40)24(41,42)25(43,44)26(45,46)47)1-2-54-3-4-55-5-6-56-7-8-57-9-10(48)58-16-13(51)11(49)12(50)14(59-16)15(52)53/h11-14,16,49-51H,1-9H2,(H,52,53)",QCOYTNFANCNIOK-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F)F)F)F)F,,,C26H27F21O12,930.116718924,3.319200000000002,3,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C27H32F21NO8/c1-49(2,3)13-15(12-16(50)51)57-17(52)14-56-11-10-55-9-8-54-7-6-53-5-4-18(28,29)19(30,31)20(32,33)21(34,35)22(36,37)23(38,39)24(40,41)25(42,43)26(44,45)27(46,47)48/h15H,4-14H2,1-3H3",VGONKXISDFADMT-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F)F)F)F)F,,,C27H32F21NO8,897.179259604,3.104800000000006,2,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C12H3F21O/c13-3(14,1-2-34)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h2H,1H2",DFKYJTGKLKVXAB-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CC=O)F)F)F)F)F)F)F)F)F)F,,,C12H3F21O,561.984857336,5.3649000000000004,2,0,0,BTM00004,BTM00004,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C8H16O6/c9-1-2-12-3-4-13-5-6-14-7-8(10)11/h9H,1-7H2,(H,10,11)",NUAYEVLSVMOUPE-UHFFFAOYSA-N,OCCOCCOCCOCC(O)=O,,,C8H16O6,208.09468823199998,-1.0811999999999984,0,0,0,BTM00005,BTM00005,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C12H5F21O/c13-3(14,1-2-34)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h34H,1-2H2",FLXYIZWPNQYPIT-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCO)F)F)F)F)F)F)F)F)F)F,,,C12H5F21O,564.0005074000001,5.329400000000001,2,0,0,BTM00006,BTM00006,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C8H14O6/c9-1-2-12-3-4-13-5-6-14-7-8(10)11/h1H,2-7H2,(H,10,11)",YMYCYZZKBLECRM-UHFFFAOYSA-N,C(COCCOCCOCC(O)=O)=O,,,C8H14O6,206.07903816799998,-0.8249000000000002,0,0,0,BTM00007,BTM00007,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C14H7F21O2/c15-5(16,1-3-37-4-2-36)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)11(27,28)12(29,30)13(31,32)14(33,34)35/h2H,1,3-4H2",SPXUVGIBISBGCW-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCC=O)F)F)F)F)F)F)F)F)F)F,,,C14H7F21O2,606.011072084,5.4548000000000005,2,1,1,BTM00008,BTM00008,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C6H12O5/c7-1-2-10-3-4-11-5-6(8)9/h7H,1-5H2,(H,8,9)",PRBXPAHXMGDVNQ-UHFFFAOYSA-N,OCCOCCOCC(O)=O,,,C6H12O5,164.06847348399998,-0.9502999999999995,0,0,0,BTM00009,BTM00009,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C14H9F21O2/c15-5(16,1-3-37-4-2-36)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)11(27,28)12(29,30)13(31,32)14(33,34)35/h36H,1-4H2",XSINCMWCICDEAN-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCO)F)F)F)F)F)F)F)F)F)F,,,C14H9F21O2,608.0267221480001,5.198500000000001,2,1,1,BTM00010,BTM00010,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C6H10O5/c7-1-2-10-3-4-11-5-6(8)9/h1H,2-5H2,(H,8,9)",DXIPTBLYYWGLEO-UHFFFAOYSA-N,C(COCCOCC(O)=O)=O,,,C6H10O5,162.05282341999998,-0.6939999999999995,0,0,0,BTM00011,BTM00011,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C16H11F21O3/c17-7(18,1-3-39-5-6-40-4-2-38)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)13(29,30)14(31,32)15(33,34)16(35,36)37/h2H,1,3-6H2",XYKDEUDSCKNAOY-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC=O)F)F)F)F)F)F)F)F)F)F,,,C16H11F21O3,650.037286832,5.323900000000001,2,1,1,BTM00012,BTM00012,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C4H8O4/c5-1-2-8-3-4(6)7/h5H,1-3H2,(H,6,7)",VDNMIIDPBBCMTM-UHFFFAOYSA-N,OCCOCC(O)=O,,,C4H8O4,120.042258736,-0.8194000000000005,0,0,0,BTM00013,BTM00013,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C16H13F21O3/c17-7(18,1-3-39-5-6-40-4-2-38)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)13(29,30)14(31,32)15(33,34)16(35,36)37/h38H,1-6H2",DBBAKWOHSBYVDC-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCO)F)F)F)F)F)F)F)F)F)F,,,C16H13F21O3,652.052936896,5.067600000000001,2,1,1,BTM00014,BTM00014,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C4H6O4/c5-1-2-8-3-4(6)7/h1H,2-3H2,(H,6,7)",DNQIKJLNGVXFBP-UHFFFAOYSA-N,C(COCC(O)=O)=O,,,C4H6O4,118.026608672,-0.5631,0,0,0,BTM00015,BTM00015,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C18H15F21O4/c19-9(20,1-3-41-5-7-43-8-6-42-4-2-40)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)18(37,38)39/h2H,1,3-8H2",ZNSQIFCGZVDPKB-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC=O)F)F)F)F)F)F)F)F)F)F,,,C18H15F21O4,694.06350158,5.193,2,1,1,BTM00016,BTM00016,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",AEMRFAOFKBGASW-UHFFFAOYSA-N,OCC(O)=O,,,C2H4O3,76.01604398799999,-0.6885000000000001,0,0,0,BTM00017,BTM00017,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C18H17F21O4/c19-9(20,1-3-41-5-7-43-8-6-42-4-2-40)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)18(37,38)39/h40H,1-8H2",ZOSNYXMDKVKKPR-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCO)F)F)F)F)F)F)F)F)F)F,,,C18H17F21O4,696.079151644,4.936700000000002,2,1,1,BTM00018,BTM00018,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",HHLFWLYXYJOTON-UHFFFAOYSA-N,C(C(O)=O)=O,,,C2H2O3,74.000393924,-0.43220000000000003,0,0,0,BTM00019,BTM00019,O-Dealkylation of dialkylether,BTMR1129,"CYP1A2
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C20H19F21O7/c21-11(22,1-2-45-5-6-48-10(44)8-47-4-3-46-7-9(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h10,44H,1-8H2,(H,42,43)",GVBMEWOKMTUIMO-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOC(COCCOCC(O)=O)O)F)F)F)F)F)F)F)F)F)F,,,C20H19F21O7,770.079545568,4.6750000000000025,2,1,1,BTM00020,BTM00020,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C20H19F21O7/c21-11(22,1-2-48-10(44)8-47-6-4-45-3-5-46-7-9(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h10,44H,1-8H2,(H,42,43)",QEYFQFPSTYUGGZ-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOC(COCCOCCOCC(O)=O)O)F)F)F)F)F)F)F)F)F)F,,,C20H19F21O7,770.079545568,4.6750000000000025,2,1,1,BTM00021,BTM00021,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
"InChI=1S/C20H19F21O7/c21-11(22,1-2-45-3-4-47-8-10(44)48-6-5-46-7-9(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h10,44H,1-8H2,(H,42,43)",CFVWMTOPIPGLRF-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(OCCOCC(O)=O)O)F)F)F)F)F)F)F)F)F)F,,,C20H19F21O7,770.079545568,4.6750000000000025,2,1,1,BTM00022,BTM00022,Hydroxylation from CyProduct,BTMR1328,CYP3A4,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C20H19F21O6/c21-11(22,1-2-44-3-4-45-5-6-46-7-8-47-9-10(42)43)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-9H2,(H,42,43)",ALCICJRPLWKMMG-UHFFFAOYSA-N,,754.0846
