Name,Adduct,mz,Formula,MS2,isosmiles,Database,is_oecdpfas,analogue_score,analogue_score_num
MoNA:935794 Flubendazole (Flutelmium) [M+H],M-H,312.079,C16H12FN3O3,50.0037:18.990894 64.0068:7.11396 64.0194:100.0 65.0146:3.977197 74.0038:27.486065 86.0037:10.114259 87.0115:10.495371 88.0068:4.694601 88.0193:39.245225 101.0146:2.516082 102.0225:3.833716 113.0147:13.082893 114.0226:2.335823 115.0303:84.954461 129.0334:26.06053 133.0283:2.594328 156.0206:32.751981,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,GNPS,0,0.05406951618771043,13
Massbank:EQ365959 Flubendazole|Methyl N-[6-(4-fluorobenzoyl)-1H-benzimidazol-2-yl]carbamate,M-H,312.079,C16H12FN3O3,50.0037:53856.601562 64.006798:20174.599609 64.019402:283591.6875 65.014603:11279.0 74.003799:77948.203125 86.0037:28683.199219 87.011497:29764.0 88.006798:13313.5 88.019302:111296.203125 101.014603:7135.399902 102.022499:10872.099609 113.014702:37102.0 114.022598:6624.200195 115.030296:240923.796875 129.033401:73905.5 133.028305:7357.299805 156.020599:92881.898438,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,GNPS,0,0.0540695144655773,13
Tembotrione,[M-H]-,439.023498535156,C17H16ClF3O6S,68.996:16 78.986:24 93.034:26 99.006:12 119.05:11 161.024:13 169.066:27 185.061:11 195.082:59 197.061:201 211.076:45 213.056:85 222.069:11 224.048:67 225.056:20 226.064:1000 238.064:93 239.071:349 240.079:93 241.051:11 241.087:70 255.067:18 258.054:105 261.023:34 263.038:15 271.007:24 303.034:14 304.041:20 305.049:48 361.036:33 403.047:343,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,MoNA,1,0.054061502946462656,26
Flubendazole,[M-H]-,312.079,C16H12FN3O3,50.0037:189 64.0068:71 64.0194:999 65.0146:39 74.0038:274 86.0037:101 87.0115:104 88.0068:46 88.0193:392 101.0146:25 102.0225:38 113.0147:130 114.0226:23 115.0303:848 129.0334:260 133.0283:25 156.0206:327,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,MassBank,0,0.05389831930837633,13
Flubendazole,[M-H]-,312.079010009766,C16H12FN3O3,50.004:190 64.007:71 64.019:1000 65.015:40 74.004:275 86.004:101 87.012:105 88.007:47 88.019:392 101.015:25 102.022:38 113.015:131 114.023:23 115.03:850 129.033:261 133.028:26 156.021:328,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,MoNA,0,0.05382586555965466,13
Fluroxypyr,[M-H]-,252.958801269531,C7H5Cl2FN2O3,131.941:15 158.977:17 172.992:16 174.947:28 188.963:60 194.953:1000 216.982:32 232.953:102,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,MoNA,0,0.053622603151536614,8
Lufenuron,[M-H]-,508.97114,C17H8Cl2F8N2O3,146.9875:14 201.9464:14 325.9576:59 338.972:597 452.9878:26 468.9575:114 472.9939:13 488.9621:526 508.9676:999,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,MassBank,1,0.05344955081117868,8
PharmaGSID_48511,[M-H]-,542.2697,C27H35F2N7O3,217.0968:2 247.1326:4 280.1139:21 365.209:7 380.1844:8 393.1478:2 395.1713:17 410.1947:56 419.1711:2 425.1748:7 470.231:14 487.2338:9 506.2324:12 507.2402:41 522.2633:126 526.2407:4 527.246:274 542.2696:999,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,MassBank,1,0.05332703854357439,15
"Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-",[M+Cl]-,430.951995849609,C13H9Cl2F3N4OS,120.94:11 146.961:43 148.957:26 150.004:11 164.928:19 170.01:231 174.956:133 182.01:23 183.018:168 217.987:91 218.995:32 228.99:21 233.982:55 238.898:29 243.99:59 246.989:33 246.999:34 249.959:559 250.897:79 261.959:70 264.99:10 267.005:17 267.99:28 277.954:217 278.962:10 278.986:18 281.993:31 283.001:25 287.963:34 294.888:56 302.987:31 303.958:17 306.982:22 310.995:21 313.965:209 317.97:105 326.988:10 329.949:10 329.961:821 330.968:1000 330.984:28 331.002:18 340.984:24 350.988:48 358.999:60 370.993:34 371.014:10 390.98:75 391:32 394.976:53 410.988:31 430.995:37,CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,MoNA,1,0.05322324521621087,34
"Massbank:LU005652 Fluroxypyr|2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",M-H,252.959,C7H5Cl2FN2O3,65.998497:4969.200195 131.941406:15369.599609 138.970398:4749.100098 152.986099:6646.899902 153.010605:2781.0 158.976807:16887.300781 172.992401:16190.900391 174.947098:28316.5 174.971603:4226.899902 188.962906:60427.398438 193.945496:3728.5 194.9534:1013705.875 216.982193:32038.800781 232.952606:102951.5 252.959198:7656.100098,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,GNPS,0,0.053083953410602534,11
N-(4-bromo-2-fluorophenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide CollisionEnergy:102040,M-H,409.973,C14H11BrFN5O2S,57.975288:4284.0 78.918617:120150.0 79.030006:2751.0 82.838951:2740.0 92.319511:2764.0 118.675972:4256.0 138.014099:4479.0 139.343781:3289.0 146.143677:3261.0 149.046921:210403.0 150.042587:3761.0 152.02887:17371.0 164.033981:54055.0 164.057907:11406.0 165.04184:317125.0 179.004135:5351.0 180.011169:533253.0 181.019073:617366.0 193.01915:52791.0 195.034683:114388.0 195.05426:4351.0 195.940689:25011.0 204.052826:4522.0 204.913696:3321.0 211.918335:14787.0 221.013947:127759.0 226.938568:5461.0 231.923599:19069.0 239.913177:16003.0 241.928711:6025.0 255.907791:5158.0 259.918732:75461.0 268.083008:3624.0 269.039673:3097.0 282.044678:12104.0 304.566803:3486.0 304.926483:5924.0 315.984039:27757.0 327.984467:36292.0 329.999512:107293.0 332.94632:18759.0 335.990173:182438.0 346.961029:18290.0 356.989136:6780.0 361.972321:6297.0 366.96637:4073.0 367.939087:3423.0 389.966919:1679004.0 409.972961:754311.0 513.479187:3018.0 517.143982:3009.0 734.658508:3549.0,Cn1c(SCC(O)=Nc2ccc(Br)cc2F)nc2c(O)ncnc21,GNPS,0,0.05293401568263991,39
N-(4-bromo-2-fluorophenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide CollisionEnergy:102040,M-H,409.973,C14H11BrFN5O2S,57.975288:4284.0 78.918617:120150.0 79.030006:2751.0 82.838951:2740.0 92.319511:2764.0 118.675972:4256.0 138.014099:4479.0 139.343781:3289.0 146.143677:3261.0 149.046921:210403.0 150.042587:3761.0 152.02887:17371.0 164.033981:54055.0 164.057907:11406.0 165.04184:317125.0 179.004135:5351.0 180.011169:533253.0 181.019073:617366.0 193.01915:52791.0 195.034683:114388.0 195.05426:4351.0 195.940689:25011.0 204.052826:4522.0 204.913696:3321.0 211.918335:14787.0 221.013947:127759.0 226.938568:5461.0 231.923599:19069.0 239.913177:16003.0 241.928711:6025.0 255.907791:5158.0 259.918732:75461.0 268.083008:3624.0 269.039673:3097.0 282.044678:12104.0 304.566803:3486.0 304.926483:5924.0 315.984039:27757.0 327.984467:36292.0 329.999512:107293.0 332.94632:18759.0 335.990173:182438.0 346.961029:18290.0 356.989136:6780.0 361.972321:6297.0 366.96637:4073.0 367.939087:3423.0 389.966919:1679004.0 409.972961:754311.0 513.479187:3018.0 517.143982:3009.0 734.658508:3549.0,Cn1c(SCC(O)=Nc2ccc(Br)cc2F)nc2c(O)ncnc21,GNPS,0,0.05293401568263991,39
Fluroxypyr,[M-H]-,252.9588,C7H5Cl2FN2O3,65.9985:4 131.9414:15 138.9704:4 152.9861:6 153.0106:2 158.9768:16 172.9924:15 174.9471:27 174.9716:4 188.9629:59 193.9455:3 194.9534:999 216.9822:31 232.9526:101 252.9592:7,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,MassBank,0,0.05289671744925014,11
"Massbank:LU031752 PharmaGSID_48511|4-[(9-cyclopentyl-7,7-difluoro-5-methyl-6-oxo-8H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide",M-H,542.27,C27H35F2N7O3,217.096802:2624.399902 247.132599:4312.5 280.113892:21279.0 365.209015:7568.299805 380.184387:9015.099609 393.147797:2913.899902 395.171295:17252.300781 410.194702:56404.601562 419.171112:2721.699951 425.174805:7078.299805 470.230988:14627.5 487.233795:9188.0 506.232391:12951.099609 507.240204:41618.199219 522.263306:126862.101562 526.240723:4132.5 527.245972:275266.59375 542.269592:1002902.125,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,GNPS,1,0.05283553367106283,15
"Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-",M+Cl,430.952,C13H9Cl2F3N4OS,70.720016:306.271332 71.388535:296.633087 72.030617:286.94278 73.205994:286.707184 75.224472:278.864288 75.586723:312.628204 76.949249:527.073547 79.195114:310.457825 82.96183:328.960724 82.963089:349.816284 88.006561:657.476013 92.669525:332.9104 92.995735:591.0672 96.987022:339.314697 106.846352:340.474121 108.990837:561.717834 109.422478:350.97879 111.576317:351.020599 112.957626:363.380707 112.985817:666.38269 118.995392:397.438263 120.939651:873.682861 120.962364:606.923889 128.386642:327.164581 129.66655:346.309662 132.990982:629.416016 133.349945:379.187012 136.985779:565.865723 144.332199:408.146698 146.961456:3396.911621 146.96431:321.386139 147.60434:397.255035 148.95726:2010.5271 150.00386:862.266724 158.951523:644.669312 164.927658:1471.082397 170.010132:18207.294922 174.956207:10502.787109 182.010071:1778.276367 183.01799:13210.087891 185.046173:368.185944 192.989609:402.841736 194.987946:552.873962 196.98732:447.908508 204.990173:447.424927 205.51944:353.537781 210.537231:353.376068 217.987015:7204.227539 218.582809:344.590912 218.988754:569.424255 218.994904:2509.99707 228.989822:1642.117432 233.98201:4321.554688 234.982651:390.82782 238.897766:2272.639404 240.990128:645.503662 243.989609:4664.467773 244.98494:461.216034 245.003128:349.759827 246.98938:2585.675537 246.999268:2692.659424 249.95874:44015.621094 249.966202:644.823608 250.897461:6212.040039 256.984741:638.842529 258.999817:665.335449 261.952545:586.904297 261.958527:5514.587402 262.994202:400.761383 264.989838:814.828552 266.987549:719.481079 267.005127:1354.565918 267.989685:2225.03418 276.990509:598.170776 277.953918:17061.384766 278.915771:516.870605 278.962158:748.700195 278.986481:1442.834717 281.992676:2453.583984 283.000732:1952.612427 284.97995:490.75882 287.962646:2649.507568 294.887939:4381.314453 294.981598:678.853577 300.99118:611.678772 302.98703:2420.771729 303.006073:498.164581 303.957611:1329.990967 306.982147:1724.251587 307.0:584.365967 310.995392:1678.21521 313.964844:16486.335938 314.987091:557.759155 317.969513:8256.917969 321.985626:411.198486 322.994995:586.327271 326.987823:772.132751 329.949493:771.505676 329.960846:64641.714844 330.968018:78779.40625 330.983734:2241.112549 331.002289:1393.657715 340.984314:1890.954712 342.981903:666.325806 342.999969:569.076355 346.993286:506.994354 350.987549:3814.984619 351.006866:478.494965 358.998932:4701.304199 365.938202:671.419434 366.942902:362.386963 370.977966:558.202087 370.992889:2678.493408 371.01355:775.513184 377.649384:387.391144 390.980469:5939.486328 391.000275:2509.248779 394.975861:4185.70752 410.987671:2409.095947 411.005737:624.764099 413.00473:443.602997 426.910217:431.9758 430.978149:455.759003 430.995117:2951.574463 431.014221:655.931519 431.031189:378.737579,CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,GNPS,1,0.05270581792200642,39
"""2-[4-(N,N-diethylcarbamoyl)-2-oxohydroquinolyl]-N-(4-bromo-2-fluorophenyl)acet amide CollisionEnergy:102040""",M-H,472.068,C22H21BrFN3O3,78.91877:260192.0 82.414146:4394.0 92.393997:4288.0 111.595657:2975.0 118.676239:2919.0 128.050873:62680.0 139.140488:2743.0 156.04538:6231.0 157.053299:33887.0 158.025696:2987.0 172.040192:10640.0 174.055786:12337.0 184.040573:90935.0 187.951874:63400.0 204.009109:2690.0 208.539383:5742.0 215.121094:3009.0 229.135239:27019.0 238.09053:2734.0 243.114304:83302.0 257.130127:38549.0 258.545166:3064.0 259.108826:15838.0 263.871918:3037.0 268.110107:6831.0 283.108429:48072.0 352.992462:5219.0 396.027863:3316.0 424.067108:108185.0 451.051697:4086.0 452.062103:532066.0 472.068085:1021166.0,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccc(Br)cc2F)c2ccccc12,GNPS,0,0.052112387211837106,30
"""2-[4-(N,N-diethylcarbamoyl)-2-oxohydroquinolyl]-N-(4-bromo-2-fluorophenyl)acet amide CollisionEnergy:102040""",M-H,472.068,C22H21BrFN3O3,78.91877:260192.0 82.414146:4394.0 92.393997:4288.0 111.595657:2975.0 118.676239:2919.0 128.050873:62680.0 139.140488:2743.0 156.04538:6231.0 157.053299:33887.0 158.025696:2987.0 172.040192:10640.0 174.055786:12337.0 184.040573:90935.0 187.951874:63400.0 204.009109:2690.0 208.539383:5742.0 215.121094:3009.0 229.135239:27019.0 238.09053:2734.0 243.114304:83302.0 257.130127:38549.0 258.545166:3064.0 259.108826:15838.0 263.871918:3037.0 268.110107:6831.0 283.108429:48072.0 352.992462:5219.0 396.027863:3316.0 424.067108:108185.0 451.051697:4086.0 452.062103:532066.0 472.068085:1021166.0,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccc(Br)cc2F)c2ccccc12,GNPS,0,0.052112387211837106,30
dPFAm n=8,M-,413.9780706,C8F16N,168.98937254:1.0 263.9876562:1.0 280.98298542:1.0 413.97807552:1.0,FC(NC(F)(F)C(F)(F)F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.05170345217577706,3
Pesticide3_Hexaflumuron_C16H8Cl2F6N2O3_,[M-H]-,458.975006103516,C16H8Cl2F6N2O3,96.99:39 113.02:33 156.022:37 164.268:14 166.01:11 174.96:573 185.95:20 197.455:16 199.953:27 203.936:23 213.449:13 235.02:21 255.956:84 257.992:23 261.929:26 275.963:894 284.987:30 291.006:27 293.973:33 294.959:21 295.275:51 300.956:174 301.953:47 301.991:78 320.962:16 327.003:21 337.966:15 338.954:25 395.952:56 402.993:129 414.938:11 422.994:73 438.968:1000 442.233:14 458.971:14,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,MoNA,1,0.051568419852874595,28
Pesticide3_Hexaflumuron_C16H8Cl2F6N2O3_,M-H,458.975,C16H8Cl2F6N2O3,96.990273:325.0 113.019699:271.0 156.021851:303.0 164.267685:115.0 166.010162:95.0 174.960129:4742.0 185.950363:163.0 186.810516:57.0 197.455139:133.0 199.953278:223.0 203.935562:192.0 213.449371:111.0 235.019699:173.0 255.956039:695.0 257.991821:189.0 261.929169:213.0 275.963074:7400.0 284.986603:249.0 291.005737:226.0 293.973022:272.0 294.958649:173.0 295.274719:423.0 300.955811:1442.0 301.953064:388.0 301.99057:643.0 320.962463:129.0 327.003296:176.0 337.966064:121.0 338.953949:208.0 395.951874:462.0 402.993042:1066.0 414.937866:89.0 422.993927:600.0 438.967743:8274.0 439.965973:74.0 442.233429:119.0 458.971405:118.0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,GNPS,1,0.05152109888278369,29
Pesticide3_Hexaflumuron_C16H8Cl2F6N2O3_,M-H,458.975,C16H8Cl2F6N2O3,96.990273:325.0 113.019699:271.0 156.021851:303.0 164.267685:115.0 166.010162:95.0 174.960129:4742.0 185.950363:163.0 186.810516:57.0 197.455139:133.0 199.953278:223.0 203.935562:192.0 213.449371:111.0 235.019699:173.0 255.956039:695.0 257.991821:189.0 261.929169:213.0 275.963074:7400.0 284.986603:249.0 291.005737:226.0 293.973022:272.0 294.958649:173.0 295.274719:423.0 300.955811:1442.0 301.953064:388.0 301.99057:643.0 320.962463:129.0 327.003296:176.0 337.966064:121.0 338.953949:208.0 395.951874:462.0 402.993042:1066.0 414.937866:89.0 422.993927:600.0 438.967743:8274.0 439.965973:74.0 442.233429:119.0 458.971405:118.0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,GNPS,1,0.05152109888278369,29
"""2-[4-(N,N-diethylcarbamoyl)-2-oxohydroquinolyl]-N-(2,4-difluorophenyl)acetamid e CollisionEnergy:102040""",M-H,412.148,C22H21F2N3O3,67.27272:2381.0 73.966743:2675.0 85.776817:2515.0 88.922974:2298.0 128.032333:23424.0 128.050735:30695.0 131.589203:2195.0 135.181396:2445.0 136.229858:2642.0 157.053543:20933.0 184.040726:39014.0 185.050034:3190.0 210.318588:2483.0 210.398056:3827.0 215.120377:2888.0 229.13501:18101.0 243.114075:40966.0 257.130005:20313.0 259.109131:12055.0 283.109497:24015.0 293.073944:9663.0 295.08197:2744.0 321.069244:3066.0 364.147949:45532.0 379.882538:2666.0 392.142151:179796.0 412.148438:430543.0,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccc(F)cc2F)c2ccccc12,GNPS,0,0.05146495396043944,26
"""2-[4-(N,N-diethylcarbamoyl)-2-oxohydroquinolyl]-N-(2,4-difluorophenyl)acetamid e CollisionEnergy:102040""",M-H,412.148,C22H21F2N3O3,67.27272:2381.0 73.966743:2675.0 85.776817:2515.0 88.922974:2298.0 128.032333:23424.0 128.050735:30695.0 131.589203:2195.0 135.181396:2445.0 136.229858:2642.0 157.053543:20933.0 184.040726:39014.0 185.050034:3190.0 210.318588:2483.0 210.398056:3827.0 215.120377:2888.0 229.13501:18101.0 243.114075:40966.0 257.130005:20313.0 259.109131:12055.0 283.109497:24015.0 293.073944:9663.0 295.08197:2744.0 321.069244:3066.0 364.147949:45532.0 379.882538:2666.0 392.142151:179796.0 412.148438:430543.0,CCN(CC)C(=O)c1cc(=O)n(CC(O)=Nc2ccc(F)cc2F)c2ccccc12,GNPS,0,0.05146495396043944,26
dH-PFDoA,[M-H]-,556.96643,C12H2F20O2,59.27714:5626 67.29062:5579 99.38008:3809 118.99088:8721 192.98483:4895 242.98512:41647 277.73611:6151 292.98138:12890 354.97855:18708 402.97879:11721 492.97415:102517 512.97498:145730,O=C(O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,Literatures,1,0.05092197102137665,12
Diflubenzuron,[M-H]-,309.024810791016,C14H9ClF2N2O2,113.021:29 126.012:13 151.007:196 156.027:1000 169.009:89 184.987:16 289.019:703,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,MoNA,0,0.05043406379140243,7
Diflubenzuron,[M-H]-,309.0248,C14H9ClF2N2O2,113.0208:29 126.0116:13 151.0069:195 156.0267:999 169.0094:88 184.9868:16 246.0131:5 289.0187:702,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,MassBank,0,0.05038586866797421,8
73FTA,[M-H]-,441.0,C10H5F15O2,63.046070:152 63.528591:43 67.049873:89 69.041031:131 80.808060:50 92.944633:400 97.921524:720 98.489662:133 104.925133:57 113.963356:79 116.885574:292 118.808975:122 129.052536:151 130.896240:93 135.933899:51 142.909760:159 147.962387:999 154.398224:63 154.919266:175 167.002914:229 168.841324:172 178.986481:179 186.073181:97 192.986832:272 198.128403:434 204.807785:95 213.831345:39 216.983002:506 229.200684:97 243.070450:306 248.211136:198 267.067932:380 316.250092:38 317.185577:207,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.05036570538371707,27
"Massbank:LU049251 Diflubenzuron|N-[(4-chlorophenyl)carbamoyl]-2,6-difluorobenzamide",M-H,309.025,C14H9ClF2N2O2,113.020798:31322.800781 126.011597:13893.799805 151.006897:208419.296875 156.026703:1065735.0 169.009399:94564.703125 184.986801:17244.0 246.013107:6135.899902 289.018707:749200.5,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,GNPS,0,0.05036418551627753,8
"Massbank:FFF00392 73FTA|73Fluorotelomer Acid|4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodecanoic acid",M-H,441.0,C10H5F15O2,63.04607:13163.818359 63.528591:3693.450195 67.049873:7750.304688 69.041031:11323.810547 80.80806:4361.673828 92.944633:34666.527344 97.921524:62476.195312 98.489662:11500.678711 104.925133:4910.999512 113.963356:6817.233398 116.885574:25358.148438 118.808975:10582.81543 129.052536:13089.972656 130.89624:8068.701172 135.933899:4416.366699 142.90976:13822.901367 147.962387:86659.492188 154.398224:5496.92334 154.919266:15152.338867 167.002914:19845.861328 168.841324:14931.307617 178.986481:15524.888672 186.073181:8444.230469 192.986832:23628.164062 198.128403:37691.1875 204.807785:8281.308594 213.831345:3378.530273 216.983002:43857.042969 229.200684:8421.208008 243.07045:26559.304688 248.211136:17185.931641 267.067932:33000.855469 316.250092:3275.098633 317.185577:17984.179688,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.05034121241050544,27
MoNA:3298346 73FTA,M-H,441.0,C10H5F15O2,63.04607:15.190279 63.528591:4.262026 67.049873:8.9434 69.041031:13.067017 80.80806:5.033117 92.944633:40.003151 97.921524:72.093886 98.489662:13.271113 104.925133:5.667007 113.963356:7.86669 116.885574:29.261824 118.808975:12.211952 129.052536:15.105065 130.89624:9.310811 135.933899:5.09623 142.90976:15.950822 147.962387:100.0 154.398224:6.343129 154.919266:17.484915 167.002914:22.900967 168.841324:17.229858 178.986481:17.914816 186.073181:9.744149 192.986832:27.265523 198.128403:43.493432 204.807785:9.556147 213.831345:3.898627 216.983002:50.60847 229.200684:9.717583 243.07045:30.647889 248.211136:19.831563 267.067932:38.081063 316.250092:3.779273 317.185577:20.752695,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.050341212387306926,27
73FTA,[M-H]-,441.0,C10H5F15O2,63.046:152 63.529:43 67.05:89 69.041:131 80.808:50 92.945:400 97.922:721 98.49:133 104.925:57 113.963:79 116.886:293 118.809:122 129.053:151 130.896:93 135.934:51 142.91:160 147.962:1000 154.398:63 154.919:175 167.003:229 168.841:172 178.986:179 186.073:97 192.987:273 198.128:435 204.808:96 213.831:39 216.983:506 229.201:97 243.07:306 248.211:198 267.068:381 316.25:38 317.186:208,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.050332250909495266,27
N-(3-fluorophenyl)-2-[4-(N-methylcarbamoyl)-2-oxohydroquinolyl]acetamide CollisionEnergy:205060,M-H,352.11,C19H16FN3O3,58.029381:5644.0 59.013401:36318.0 65.997849:3019.0 72.045273:23410.0 79.64782:3148.0 80.367592:3210.0 90.034866:17862.0 92.050491:20160.0 98.116127:3187.0 104.344887:3804.0 110.041283:435975.0 115.055511:40486.0 116.050743:228206.0 116.057602:4175.0 116.064827:3960.0 118.066521:7290.0 128.050827:861275.0 130.066422:760212.0 130.07489:14427.0 131.037643:13158.0 132.045715:30309.0 141.045914:7722.0 142.030182:24798.0 142.066422:74680.0 143.061737:44367.0 144.045731:869073.0 146.024582:14616.0 146.061356:34500.0 146.400085:3522.0 147.045547:4051.0 147.347427:3324.0 150.036346:5319.0 152.051544:15530.0 156.046188:105073.0 156.069397:146280.0 157.053024:5922.0 158.048447:605046.0 158.061447:567442.0 159.033249:4005.0 160.040573:297711.0 167.061859:41171.0 169.077469:154477.0 171.093063:518172.0 172.040756:141748.0 172.076996:4633.0 173.072189:344796.0 174.056213:54689.0 176.07196:138401.0 182.049149:34758.0 183.056137:5418.0 184.040543:241155.0 185.07225:409887.0 186.056:7604.0 187.087677:64972.0 197.072205:26140.0 201.067261:670648.0 202.051208:203705.0 203.082458:5756.0 209.355835:10024.0 215.082977:115951.0 217.062042:257494.0 228.029922:15120.0 241.062103:257167.0 247.072327:6087.0 259.07193:13152.0 268.631256:4007.0 295.08905:872922.0 339.078369:5747.0 352.110626:1722483.0,CN=C(O)c1cc(=O)n(CC(O)=Nc2cccc(F)c2)c2ccccc12,GNPS,0,0.04996375030497558,27
Perfluorooctanesulfonamide,[M-H]-,497.946199,C8H2F17NO2S,118.992:10.0 168.9892:10.0 477.93991:10.0 497.94659:1000.0 ,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.04967507005354077,3
Flubendazole,[M-H]-,312.079010009766,C16H12FN3O3,65.015:30 65.999:22 90.022:25 92.026:20 95.025:34 102.022:25 105.033:10 106.017:132 114.022:16 115.03:68 120.009:10 129.034:380 132.02:15 133.028:399 136.016:13 145.028:16 147.02:23 149.023:58 156.021:72 157.028:1000 158.036:36 160.016:204 173.023:82 210.037:20 224.04:18 237.047:24 251.05:17 278.037:44 280.053:194,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,MoNA,0,0.049426414477787096,22
Massbank:EQ365956 Flubendazole|Methyl N-[6-(4-fluorobenzoyl)-1H-benzimidazol-2-yl]carbamate,M-H,312.079,C16H12FN3O3,50.003601:15786.299805 64.006798:34573.601562 65.014603:202904.40625 65.998596:148687.703125 68.001701:35877.0 68.014297:13134.799805 78.0224:10261.200195 87.011497:38949.398438 89.014603:55375.0 90.022499:165551.0 91.0065:28431.699219 92.014297:31211.900391 92.025597:134420.59375 93.009499:42050.5 93.022202:14414.0 95.0252:226501.703125 101.014702:11630.799805 102.022499:166777.296875 103.017799:15288.5 105.033302:70253.101562 106.017403:886783.0 113.014702:15413.400391 114.022499:107101.5 115.030403:459112.6875 116.025902:13840.5 117.009399:8134.799805 118.017502:31149.300781 120.0093:67750.5 128.025497:11424.400391 129.033493:2559735.75 130.017395:37854.300781 132.020493:98592.0 133.028305:2687180.75 134.012497:48637.601562 136.015503:86122.601562 145.028198:106443.5 147.020294:155078.296875 149.023193:388475.40625 156.020706:482086.90625 157.028397:6733622.0 158.036194:242022.90625 160.015503:1372616.75 161.0233:27391.199219 163.031006:6877.200195 173.023193:549757.8125 186.030304:21921.599609 188.010101:34885.601562 207.035995:8734.599609 209.0522:41779.800781 210.036697:131435.90625 212.051895:11969.700195 223.055405:32116.599609 224.039505:119269.0 225.047104:9378.0 231.044205:16036.799805 232.052002:41501.699219 233.035797:7619.5 234.047394:33565.398438 235.031204:51782.300781 237.047302:163612.09375 242.035904:11589.700195 251.0504:112283.101562 252.0345:26771.5 252.057999:26883.699219 253.042297:50961.601562 260.047089:40183.300781 262.042694:15931.700195 278.037415:295801.59375 280.053101:1304118.75,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,GNPS,0,0.048796668969090844,30
